scenario,cp_cov_target,cp_cov_realized,eps_jump,likelihood,method,cover_f1,shd,feas
dual_zone_ecs_slb,0.8,0.8,0.01,baseline,inductive_miner_imf,0.6666666666666665,6,1.0
dual_zone_ecs_slb,0.8,0.8,0.01,baseline,heuristics_miner,0.39999999999999997,9,0.0
dual_zone_ecs_slb,0.8,0.8,0.05,baseline,majority,0.9411764705882353,1,1.0
dual_zone_ecs_slb,0.8,0.8,0.05,baseline,inductive_miner_imf,0.6666666666666665,6,1.0
dual_zone_ecs_slb,0.8,0.8,0.05,baseline,heuristics_miner,0.39999999999999997,9,0.0
dual_zone_ecs_slb,0.8,0.8,0.1,baseline,majority,0.9411764705882353,1,1.0
dual_zone_ecs_slb,0.8,0.8,0.1,baseline,inductive_miner_imf,0.6666666666666665,6,1.0
dual_zone_ecs_slb,0.8,0.8,0.1,baseline,heuristics_miner,0.39999999999999997,9,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.001,baseline,majority,0.34782608695652173,15,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.001,baseline,inductive_miner_imf,0.5217391304347826,11,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.001,baseline,heuristics_miner,0.43478260869565216,13,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.005,baseline,majority,0.34782608695652173,15,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.005,baseline,inductive_miner_imf,0.5217391304347826,11,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.005,baseline,heuristics_miner,0.43478260869565216,13,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.01,baseline,majority,0.34782608695652173,15,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.01,baseline,inductive_miner_imf,0.5217391304347826,11,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.01,baseline,heuristics_miner,0.43478260869565216,13,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.05,baseline,majority,0.34782608695652173,15,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.05,baseline,inductive_miner_imf,0.5217391304347826,11,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.05,baseline,heuristics_miner,0.43478260869565216,13,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.1,baseline,majority,0.34782608695652173,15,0.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.1,baseline,inductive_miner_imf,0.5217391304347826,11,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.1,baseline,heuristics_miner,0.43478260869565216,13,0.0
eip_slb_ecs,0.8,0.875,0.001,baseline,majority,0.8421052631578948,3,1.0
eip_slb_ecs,0.8,0.875,0.001,baseline,inductive_miner_imf,0.25,12,1.0
eip_slb_ecs,0.8,0.875,0.001,baseline,heuristics_miner,0.5555555555555556,8,0.0
eip_slb_ecs,0.8,0.875,0.005,baseline,majority,0.8421052631578948,3,1.0
eip_slb_ecs,0.8,0.875,0.005,baseline,inductive_miner_imf,0.25,12,1.0
eip_slb_ecs,0.8,0.875,0.005,baseline,heuristics_miner,0.5555555555555556,8,0.0
eip_slb_ecs,0.8,0.875,0.01,baseline,majority,0.8421052631578948,3,1.0
eip_slb_ecs,0.8,0.875,0.01,baseline,inductive_miner_imf,0.25,12,1.0
eip_slb_ecs,0.8,0.875,0.01,baseline,heuristics_miner,0.5555555555555556,8,0.0
eip_slb_ecs,0.8,0.875,0.05,baseline,majority,0.8421052631578948,3,1.0
eip_slb_ecs,0.8,0.875,0.05,baseline,inductive_miner_imf,0.25,12,1.0
eip_slb_ecs,0.8,0.875,0.05,baseline,heuristics_miner,0.5555555555555556,8,0.0
eip_slb_ecs,0.8,0.875,0.1,baseline,majority,0.8421052631578948,3,1.0
eip_slb_ecs,0.8,0.875,0.1,baseline,inductive_miner_imf,0.25,12,1.0
eip_slb_ecs,0.8,0.875,0.1,baseline,heuristics_miner,0.5555555555555556,8,0.0
simple_ecs,0.8,1.0,0.001,baseline,majority,1.0,0,1.0
simple_ecs,0.8,1.0,0.001,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.001,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.8,1.0,0.005,baseline,majority,1.0,0,1.0
simple_ecs,0.8,1.0,0.005,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.005,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.8,1.0,0.01,baseline,majority,1.0,0,1.0
simple_ecs,0.8,1.0,0.01,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.01,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.8,1.0,0.05,baseline,majority,1.0,0,1.0
simple_ecs,0.8,1.0,0.05,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.05,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.8,1.0,0.1,baseline,majority,1.0,0,1.0
simple_ecs,0.8,1.0,0.1,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.1,baseline,heuristics_miner,0.6666666666666665,3,0.5
slb_ecs_rds,0.8,0.84375,0.001,baseline,majority,0.23999999999999996,19,0.0
slb_ecs_rds,0.8,0.84375,0.001,baseline,inductive_miner_imf,0.20689655172413796,23,1.0
slb_ecs_rds,0.8,0.84375,0.001,baseline,heuristics_miner,0.5925925925925927,11,0.0
slb_ecs_rds,0.8,0.84375,0.005,baseline,majority,0.23999999999999996,19,0.0
slb_ecs_rds,0.8,0.84375,0.005,baseline,inductive_miner_imf,0.20689655172413796,23,1.0
slb_ecs_rds,0.8,0.84375,0.005,baseline,heuristics_miner,0.5925925925925927,11,0.0
slb_ecs_rds,0.8,0.84375,0.01,baseline,majority,0.23999999999999996,19,0.0
slb_ecs_rds,0.8,0.84375,0.01,baseline,inductive_miner_imf,0.20689655172413796,23,1.0
slb_ecs_rds,0.8,0.84375,0.01,baseline,heuristics_miner,0.5925925925925927,11,0.0
slb_ecs_rds,0.8,0.84375,0.05,baseline,majority,0.23999999999999996,19,0.0
slb_ecs_rds,0.8,0.84375,0.05,baseline,inductive_miner_imf,0.20689655172413796,23,1.0
slb_ecs_rds,0.8,0.84375,0.05,baseline,heuristics_miner,0.5925925925925927,11,0.0
slb_ecs_rds,0.8,0.84375,0.1,baseline,majority,0.23999999999999996,19,0.0
slb_ecs_rds,0.8,0.84375,0.1,baseline,inductive_miner_imf,0.20689655172413796,23,1.0
slb_ecs_rds,0.8,0.84375,0.1,baseline,heuristics_miner,0.5925925925925927,11,0.0
slb_ecs_redis,0.8,0.8666666666666667,0.001,baseline,majority,0.22222222222222224,14,0.0
slb_ecs_redis,0.8,0.8666666666666667,0.001,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.001,baseline,heuristics_miner,0.7368421052631577,5,0.33333333333333337
slb_ecs_redis,0.8,0.8666666666666667,0.005,baseline,majority,0.22222222222222224,14,0.0
slb_ecs_redis,0.8,0.8666666666666667,0.005,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.005,baseline,heuristics_miner,0.7368421052631577,5,0.33333333333333337
slb_ecs_redis,0.8,0.8666666666666667,0.01,baseline,majority,0.22222222222222224,14,0.0
slb_ecs_redis,0.8,0.8666666666666667,0.01,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.01,baseline,heuristics_miner,0.7368421052631577,5,0.33333333333333337
slb_ecs_redis,0.8,0.8666666666666667,0.05,baseline,majority,0.22222222222222224,14,0.0
slb_ecs_redis,0.8,0.8666666666666667,0.05,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.05,baseline,heuristics_miner,0.7368421052631577,5,0.33333333333333337
slb_ecs_redis,0.8,0.8666666666666667,0.1,baseline,majority,0.22222222222222224,14,0.0
slb_ecs_redis,0.8,0.8666666666666667,0.1,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.1,baseline,heuristics_miner,0.7368421052631577,5,0.33333333333333337
dual_zone_ecs_slb,0.9,1.0,0.001,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.9,1.0,0.001,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.9,1.0,0.001,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.9,1.0,0.005,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.9,1.0,0.005,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.9,1.0,0.005,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.9,1.0,0.01,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.9,1.0,0.01,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.9,1.0,0.01,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.9,1.0,0.05,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.9,1.0,0.05,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.9,1.0,0.05,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.9,1.0,0.1,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.9,1.0,0.1,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.9,1.0,0.1,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.001,baseline,majority,0.2727272727272727,16,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.001,baseline,inductive_miner_imf,0.45454545454545453,12,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.001,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.005,baseline,majority,0.2727272727272727,16,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.005,baseline,inductive_miner_imf,0.45454545454545453,12,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.005,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.01,baseline,majority,0.2727272727272727,16,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.01,baseline,inductive_miner_imf,0.45454545454545453,12,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.01,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.05,baseline,majority,0.2727272727272727,16,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.05,baseline,inductive_miner_imf,0.45454545454545453,12,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.05,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.1,baseline,majority,0.2727272727272727,16,0.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.1,baseline,inductive_miner_imf,0.45454545454545453,12,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.1,baseline,heuristics_miner,0.5454545454545454,10,0.0
eip_slb_ecs,0.9,1.0,0.001,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.9,1.0,0.001,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.9,1.0,0.001,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.9,1.0,0.005,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.9,1.0,0.005,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.9,1.0,0.005,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.9,1.0,0.01,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.9,1.0,0.01,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.9,1.0,0.01,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.9,1.0,0.05,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.9,1.0,0.05,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.9,1.0,0.05,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.9,1.0,0.1,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.9,1.0,0.1,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.9,1.0,0.1,baseline,heuristics_miner,0.5263157894736842,9,0.0
simple_ecs,0.9,1.0,0.001,baseline,majority,1.0,0,1.0
simple_ecs,0.9,1.0,0.001,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.001,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.9,1.0,0.005,baseline,majority,1.0,0,1.0
simple_ecs,0.9,1.0,0.005,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.005,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.9,1.0,0.01,baseline,majority,1.0,0,1.0
simple_ecs,0.9,1.0,0.01,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.01,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.9,1.0,0.05,baseline,majority,1.0,0,1.0
simple_ecs,0.9,1.0,0.05,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.05,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.9,1.0,0.1,baseline,majority,1.0,0,1.0
simple_ecs,0.9,1.0,0.1,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.1,baseline,heuristics_miner,0.6666666666666665,3,0.5
slb_ecs_rds,0.9,0.9375,0.001,baseline,majority,0.6206896551724138,11,0.0
slb_ecs_rds,0.9,0.9375,0.001,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.9,0.9375,0.001,baseline,heuristics_miner,0.5714285714285714,12,0.0
slb_ecs_rds,0.9,0.9375,0.005,baseline,majority,0.6206896551724138,11,0.0
slb_ecs_rds,0.9,0.9375,0.005,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.9,0.9375,0.005,baseline,heuristics_miner,0.5714285714285714,12,0.0
slb_ecs_rds,0.9,0.9375,0.01,baseline,majority,0.6206896551724138,11,0.0
slb_ecs_rds,0.9,0.9375,0.01,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.9,0.9375,0.01,baseline,heuristics_miner,0.5714285714285714,12,0.0
slb_ecs_rds,0.9,0.9375,0.05,baseline,majority,0.6206896551724138,11,0.0
slb_ecs_rds,0.9,0.9375,0.05,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.9,0.9375,0.05,baseline,heuristics_miner,0.5714285714285714,12,0.0
slb_ecs_rds,0.9,0.9375,0.1,baseline,majority,0.6206896551724138,11,0.0
slb_ecs_rds,0.9,0.9375,0.1,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.9,0.9375,0.1,baseline,heuristics_miner,0.5714285714285714,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.001,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.001,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.001,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.1,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.1,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.1,baseline,heuristics_miner,0.4000000000000001,12,0.0
dual_zone_ecs_slb,0.95,1.0,0.001,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.95,1.0,0.001,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.95,1.0,0.001,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.95,1.0,0.005,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.95,1.0,0.005,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.95,1.0,0.005,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.95,1.0,0.01,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.95,1.0,0.01,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.95,1.0,0.01,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.95,1.0,0.05,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.95,1.0,0.05,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.95,1.0,0.05,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,0.95,1.0,0.1,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,0.95,1.0,0.1,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.95,1.0,0.1,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb_rds,0.95,1.0,0.001,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.001,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,0.95,1.0,0.001,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.005,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.005,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,0.95,1.0,0.005,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.01,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.01,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,0.95,1.0,0.01,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.05,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.05,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,0.95,1.0,0.05,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.1,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,0.95,1.0,0.1,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,0.95,1.0,0.1,baseline,heuristics_miner,0.5454545454545454,10,0.0
eip_slb_ecs,0.95,1.0,0.001,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.95,1.0,0.001,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.95,1.0,0.001,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.95,1.0,0.005,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.95,1.0,0.005,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.95,1.0,0.005,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.95,1.0,0.01,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.95,1.0,0.01,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.95,1.0,0.01,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.95,1.0,0.05,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.95,1.0,0.05,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.95,1.0,0.05,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,0.95,1.0,0.1,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,0.95,1.0,0.1,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,0.95,1.0,0.1,baseline,heuristics_miner,0.5263157894736842,9,0.0
simple_ecs,0.95,1.0,0.001,baseline,majority,1.0,0,1.0
simple_ecs,0.95,1.0,0.001,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.95,1.0,0.001,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.95,1.0,0.005,baseline,majority,1.0,0,1.0
simple_ecs,0.95,1.0,0.005,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.95,1.0,0.005,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.95,1.0,0.01,baseline,majority,1.0,0,1.0
simple_ecs,0.95,1.0,0.01,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.95,1.0,0.01,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.95,1.0,0.05,baseline,majority,1.0,0,1.0
simple_ecs,0.95,1.0,0.05,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.95,1.0,0.05,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,0.95,1.0,0.1,baseline,majority,1.0,0,1.0
simple_ecs,0.95,1.0,0.1,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,0.95,1.0,0.1,baseline,heuristics_miner,0.6666666666666665,3,0.5
slb_ecs_rds,0.95,0.96875,0.001,baseline,majority,0.32,17,0.0
slb_ecs_rds,0.95,0.96875,0.001,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.95,0.96875,0.001,baseline,heuristics_miner,0.4799999999999999,13,0.0
slb_ecs_rds,0.95,0.96875,0.005,baseline,majority,0.32,17,0.0
slb_ecs_rds,0.95,0.96875,0.005,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.95,0.96875,0.005,baseline,heuristics_miner,0.4799999999999999,13,0.0
slb_ecs_rds,0.95,0.96875,0.01,baseline,majority,0.32,17,0.0
slb_ecs_rds,0.95,0.96875,0.01,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.95,0.96875,0.01,baseline,heuristics_miner,0.4799999999999999,13,0.0
slb_ecs_rds,0.95,0.96875,0.05,baseline,majority,0.32,17,0.0
slb_ecs_rds,0.95,0.96875,0.05,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.95,0.96875,0.05,baseline,heuristics_miner,0.4799999999999999,13,0.0
slb_ecs_rds,0.95,0.96875,0.1,baseline,majority,0.32,17,0.0
slb_ecs_rds,0.95,0.96875,0.1,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.95,0.96875,0.1,baseline,heuristics_miner,0.4799999999999999,13,0.0
slb_ecs_redis,0.95,1.0,0.001,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,0.95,1.0,0.001,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.95,1.0,0.001,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,0.95,1.0,0.005,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,0.95,1.0,0.005,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.95,1.0,0.005,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,0.95,1.0,0.01,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,0.95,1.0,0.01,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.95,1.0,0.01,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,0.95,1.0,0.05,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,0.95,1.0,0.05,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.95,1.0,0.05,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,0.95,1.0,0.1,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,0.95,1.0,0.1,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.95,1.0,0.1,baseline,heuristics_miner,0.5,10,0.0
dual_zone_ecs_slb,1.0,1.0,0.001,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.001,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.001,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.005,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.005,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.005,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.01,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.01,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.01,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.05,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.05,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.05,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.1,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.1,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
